id,title,description,availability,condition,price,link,image_link,brand,additional_image_link
19299,NISSAN KICKS S 2020,141.000 km · Motor 1.6 · MANUAL · Flex · Cor PRATA. Seminovo vistoriado na Netcar Multimarcas (Esteio/RS). Financiamento e avaliação na troca.,in stock,used,79900.00 BRL,https://www.netcarmultimarcas.com.br/veiculo/kicks-s-2020-izn-xx88-19299,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/20012026KICKS%20S%20IZN2I88CAPA.png,NISSAN,"https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/small/20012026KICKS%20S%20IZN2I88CAPA.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/20012026KICKS%20S%20IZN2I88CAPA.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/20012026KICKS%20S%20IZN2I887.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/20012026KICKS%20S%20IZN2I888.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/20012026KICKS%20S%20IZN2I889.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/20012026KICKS%20S%20IZN2I8811.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/20012026KICKS%20S%20IZN2I8810.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/20012026KICKS%20S%20IZN2I883.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/20012026KICKS%20S%20IZN2I884.jpg"
19847,CHEVROLET ONIX PREMIER 2 TURBO 2022,80.000 km · Motor 1.0 · AUTOMATICO · Flex · Cor BRANCA. Seminovo vistoriado na Netcar Multimarcas (Esteio/RS). Financiamento e avaliação na troca.,in stock,used,79900.00 BRL,https://www.netcarmultimarcas.com.br/veiculo/onix-premier-2-turbo-2022-jbd-xx28-19847,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/11062026ONIX%20PREMIERE%20JBD6H28CAPA.png,CHEVROLET,"https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/small/11062026ONIX%20PREMIERE%20JBD6H28CAPA.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/11062026ONIX%20PREMIERE%20JBD6H28CAPA.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/11062026ONIX%20PREMIERE%20JBD6H2811.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/11062026ONIX%20PREMIERE%20JBD6H282.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/11062026ONIX%20PREMIERE%20JBD6H284.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/11062026ONIX%20PREMIERE%20JBD6H281.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/11062026ONIX%20PREMIERE%20JBD6H283.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/11062026ONIX%20PREMIERE%20JBD6H285.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/11062026ONIX%20PREMIERE%20JBD6H2810.jpg"
19536,HONDA FIT EX 2018,86.400 km · Motor 1.5 · AUTOMATICO · Flex · Cor PRATA. Seminovo vistoriado na Netcar Multimarcas (Esteio/RS). Financiamento e avaliação na troca.,in stock,used,82900.00 BRL,https://www.netcarmultimarcas.com.br/veiculo/fit-ex-2018-iyp-xx15-19536,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/20012026FIT%20EX%20IYP0215CAPA.png,HONDA,"https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/small/20012026FIT%20EX%20IYP0215CAPA.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/20012026FIT%20EX%20IYP0215CAPA.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/20012026FIT%20EX%20IYP021512.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/20012026FIT%20EX%20IYP02153.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/20012026FIT%20EX%20IYP02154.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/20012026FIT%20EX%20IYP02155.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/20012026FIT%20EX%20IYP02152.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/20012026FIT%20EX%20IYP02156.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/20012026FIT%20EX%20IYP02157.jpg"
19867,HYUNDAI CRETA PRESTIGE 2017,119.000 km · Motor 2.0 · AUTOMATICO · Flex · Cor PRETA. Seminovo vistoriado na Netcar Multimarcas (Esteio/RS). Financiamento e avaliação na troca.,in stock,used,87900.00 BRL,https://www.netcarmultimarcas.com.br/veiculo/creta-prestige-2017-ixw-xx16-19867,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/18062026CRETA%20PRESTIGE%20IXW4D16CAPA.png,HYUNDAI,"https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/small/18062026CRETA%20PRESTIGE%20IXW4D16CAPA.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/18062026CRETA%20PRESTIGE%20IXW4D16CAPA.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/18062026CRETA%20PRESTIGE%20IXW4D166.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/18062026CRETA%20PRESTIGE%20IXW4D167.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/18062026CRETA%20PRESTIGE%20IXW4D169.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/18062026CRETA%20PRESTIGE%20IXW4D1610.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/18062026CRETA%20PRESTIGE%20IXW4D168.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/18062026CRETA%20PRESTIGE%20IXW4D1611.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/18062026CRETA%20PRESTIGE%20IXW4D161.jpg"
19915,FIAT CRONOS DRIVE 2025,39.102 km · Motor 1.3 · MANUAL · Flex · Cor BRANCA. Seminovo vistoriado na Netcar Multimarcas (Esteio/RS). Financiamento e avaliação na troca.,in stock,used,88900.00 BRL,https://www.netcarmultimarcas.com.br/veiculo/cronos-drive-2025-jcw-xx18-19915,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/27052026CRONOS%20DRIVE%20JCW2F18CAPA.png,FIAT,"https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/small/27052026CRONOS%20DRIVE%20JCW2F18CAPA.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/27052026CRONOS%20DRIVE%20JCW2F18CAPA.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/27052026CRONOS%20DRIVE%20JCW2F181.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/27052026CRONOS%20DRIVE%20JCW2F182.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/27052026CRONOS%20DRIVE%20JCW2F184.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/27052026CRONOS%20DRIVE%20JCW2F185.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/27052026CRONOS%20DRIVE%20JCW2F183.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/27052026CRONOS%20DRIVE%20JCW2F186.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/27052026CRONOS%20DRIVE%20JCW2F1811.jpg"
19687,FIAT ARGO DRIVE 2024,32.500 km · Motor 1.3 · AUTOMATICO · Flex · Cor BRANCA. Seminovo vistoriado na Netcar Multimarcas (Esteio/RS). Financiamento e avaliação na troca.,in stock,used,89900.00 BRL,https://www.netcarmultimarcas.com.br/veiculo/argo-drive-2024-jcl-xx85-19687,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/28032026ARGO%20DRIVE%20JCL5B85CAPA.png,FIAT,"https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/small/28032026ARGO%20DRIVE%20JCL5B85CAPA.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/28032026ARGO%20DRIVE%20JCL5B85CAPA.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/28032026ARGO%20DRIVE%20JCL5B855.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/28032026ARGO%20DRIVE%20JCL5B856.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/28032026ARGO%20DRIVE%20JCL5B857.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/28032026ARGO%20DRIVE%20JCL5B859.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/28032026ARGO%20DRIVE%20JCL5B858.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/28032026ARGO%20DRIVE%20JCL5B8510.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/28032026ARGO%20DRIVE%20JCL5B854.jpg"
19356,HONDA HRV EX 2017,129.000 km · Motor 1.8 · AUTOMATICO · Flex · Cor PRETA. Seminovo vistoriado na Netcar Multimarcas (Esteio/RS). Financiamento e avaliação na troca.,in stock,used,89900.00 BRL,https://www.netcarmultimarcas.com.br/veiculo/hrv-ex-2017-ixn-xx31-19356,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/20012026HRV%20EX%20IXN4J31CAPA.png,HONDA,"https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/small/20012026HRV%20EX%20IXN4J31CAPA.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/20012026HRV%20EX%20IXN4J31CAPA.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/20012026HRV%20EX%20IXN4J3112.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/20012026HRV%20EX%20IXN4J312.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/20012026HRV%20EX%20IXN4J314.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/20012026HRV%20EX%20IXN4J315.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/20012026HRV%20EX%20IXN4J313.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/20012026HRV%20EX%20IXN4J3111.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/20012026HRV%20EX%20IXN4J317.jpg"
19653,HYUNDAI IX35 GL 2018,136.000 km · Motor 2.0 · AUTOMATICO · Flex · Cor PRETA. Seminovo vistoriado na Netcar Multimarcas (Esteio/RS). Financiamento e avaliação na troca.,in stock,used,89900.00 BRL,https://www.netcarmultimarcas.com.br/veiculo/ix35-gl-2018-ixx-xx55-19653,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/17042026IX35%20GL2%20IXX0J55CAPA.png,HYUNDAI,"https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/small/17042026IX35%20GL2%20IXX0J55CAPA.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/17042026IX35%20GL2%20IXX0J55CAPA.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/17042026IX35%20GL2%20IXX0J556.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/17042026IX35%20GL2%20IXX0J557.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/17042026IX35%20GL2%20IXX0J559.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/17042026IX35%20GL2%20IXX0J5510.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/17042026IX35%20GL2%20IXX0J558.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/17042026IX35%20GL2%20IXX0J5511.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/17042026IX35%20GL2%20IXX0J553.jpg"
19681,HYUNDAI CRETA ACTION 2021,87.500 km · Motor 1.6 · AUTOMATICO · Flex · Cor PRETA. Seminovo vistoriado na Netcar Multimarcas (Esteio/RS). Financiamento e avaliação na troca.,in stock,used,92900.00 BRL,https://www.netcarmultimarcas.com.br/veiculo/creta-action-2021-jaq-xx37-19681,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/12032026CRETA%20ACTION%20JAQ5F37CAPA.png,HYUNDAI,"https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/small/12032026CRETA%20ACTION%20JAQ5F37CAPA.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/12032026CRETA%20ACTION%20JAQ5F37CAPA.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/12032026CRETA%20ACTION%20JAQ5F375.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/12032026CRETA%20ACTION%20JAQ5F376.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/12032026CRETA%20ACTION%20JAQ5F378.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/12032026CRETA%20ACTION%20JAQ5F379.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/12032026CRETA%20ACTION%20JAQ5F377.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/12032026CRETA%20ACTION%20JAQ5F3710.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/12032026CRETA%20ACTION%20JAQ5F3711.jpg"
19868,HYUNDAI CRETA PRESTIGE 2018,155.007 km · Motor 2.0 · AUTOMATICO · Flex · Cor CINZA. Seminovo vistoriado na Netcar Multimarcas (Esteio/RS). Financiamento e avaliação na troca.,in stock,used,92900.00 BRL,https://www.netcarmultimarcas.com.br/veiculo/creta-prestige-2018-iyo-xx70-19868,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/04072026CRETA%20PRESTIGE%20IYO6I70CAPA.png,HYUNDAI,"https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/small/04072026CRETA%20PRESTIGE%20IYO6I70CAPA.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/04072026CRETA%20PRESTIGE%20IYO6I70CAPA.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/04072026CRETA%20PRESTIGE%20IYO6I704.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/04072026CRETA%20PRESTIGE%20IYO6I703.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/04072026CRETA%20PRESTIGE%20IYO6I7012.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/04072026CRETA%20PRESTIGE%20IYO6I7011.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/04072026CRETA%20PRESTIGE%20IYO6I702.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/04072026CRETA%20PRESTIGE%20IYO6I7010.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/04072026CRETA%20PRESTIGE%20IYO6I705.jpg"
19899,HYUNDAI IX35 GL 2020,92.794 km · Motor 2.0 · AUTOMATICO · Flex · Cor CINZA. Seminovo vistoriado na Netcar Multimarcas (Esteio/RS). Financiamento e avaliação na troca.,in stock,used,94900.00 BRL,https://www.netcarmultimarcas.com.br/veiculo/ix35-gl-2020-izh-xx40-19899,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/29062026IX35%20GL%20IZH6D40CAPA.png,HYUNDAI,"https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/small/29062026IX35%20GL%20IZH6D40CAPA.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/29062026IX35%20GL%20IZH6D40CAPA.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/29062026IX35%20GL%20IZH6D406.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/29062026IX35%20GL%20IZH6D407.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/29062026IX35%20GL%20IZH6D409.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/29062026IX35%20GL%20IZH6D4010.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/29062026IX35%20GL%20IZH6D408.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/29062026IX35%20GL%20IZH6D4011.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/29062026IX35%20GL%20IZH6D401.jpg"
19877,CHEVROLET ONIX PREMIER PLUS TURBO 2024,39.943 km · Motor 1.0 · AUTOMATICO · Flex · Cor BRANCA. Seminovo vistoriado na Netcar Multimarcas (Esteio/RS). Financiamento e avaliação na troca.,in stock,used,94900.00 BRL,https://www.netcarmultimarcas.com.br/veiculo/onix-premier-plus-turbo-2024-jci-xx11-19877,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/23062026ONIX%20PREMIERE%20PLUS%20JCI3C11CAPA.png,CHEVROLET,"https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/small/23062026ONIX%20PREMIERE%20PLUS%20JCI3C11CAPA.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/23062026ONIX%20PREMIERE%20PLUS%20JCI3C11CAPA.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/23062026ONIX%20PREMIERE%20PLUS%20JCI3C116.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/23062026ONIX%20PREMIERE%20PLUS%20JCI3C117.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/23062026ONIX%20PREMIERE%20PLUS%20JCI3C119.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/23062026ONIX%20PREMIERE%20PLUS%20JCI3C1110.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/23062026ONIX%20PREMIERE%20PLUS%20JCI3C118.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/23062026ONIX%20PREMIERE%20PLUS%20JCI3C1111.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/23062026ONIX%20PREMIERE%20PLUS%20JCI3C111.jpg"
19914,HYUNDAI HB20 PLATINUM TURBO 2024,50.306 km · Motor 1.0 · AUTOMATICO · Flex · Cor PRETA. Seminovo vistoriado na Netcar Multimarcas (Esteio/RS). Financiamento e avaliação na troca.,in stock,used,95900.00 BRL,https://www.netcarmultimarcas.com.br/veiculo/hb20-platinum-turbo-2024-jco-xx21-19914,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/10072026HB20%20PLATINUM%20JCO6B21CAPA.png,HYUNDAI,"https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/small/10072026HB20%20PLATINUM%20JCO6B21CAPA.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/10072026HB20%20PLATINUM%20JCO6B21CAPA.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/10072026HB20%20PLATINUM%20JCO6B216.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/10072026HB20%20PLATINUM%20JCO6B217.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/10072026HB20%20PLATINUM%20JCO6B219.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/10072026HB20%20PLATINUM%20JCO6B2110.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/10072026HB20%20PLATINUM%20JCO6B218.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/10072026HB20%20PLATINUM%20JCO6B2111.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/10072026HB20%20PLATINUM%20JCO6B211.jpg"
19739,HONDA HRV EX 2018,110.000 km · Motor 1.8 · AUTOMATICO · Flex · Cor PRETA. Seminovo vistoriado na Netcar Multimarcas (Esteio/RS). Financiamento e avaliação na troca.,in stock,used,95900.00 BRL,https://www.netcarmultimarcas.com.br/veiculo/hrv-ex-2018-iyq-xx33-19739,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/20012026HRV%20EX%20IYQ5G33CAPA.png,HONDA,"https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/small/20012026HRV%20EX%20IYQ5G33CAPA.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/20012026HRV%20EX%20IYQ5G33CAPA.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/20012026HRV%20EX%20IYQ5G3312.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/20012026HRV%20EX%20IYQ5G333.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/20012026HRV%20EX%20IYQ5G332.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/20012026HRV%20EX%20IYQ5G335.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/20012026HRV%20EX%20IYQ5G334.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/20012026HRV%20EX%20IYQ5G336.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/20012026HRV%20EX%20IYQ5G337.jpg"
19698,JEEP COMPASS SPORT 2020,81.500 km · Motor 2.0 · AUTOMATICO · Flex · Cor BRANCA. Seminovo vistoriado na Netcar Multimarcas (Esteio/RS). Financiamento e avaliação na troca.,in stock,used,96900.00 BRL,https://www.netcarmultimarcas.com.br/veiculo/compass-sport-2020-izt-xx11-19698,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/31032026COMPASS%20SPORT%20IZT9D11CAPA.png,JEEP,"https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/small/31032026COMPASS%20SPORT%20IZT9D11CAPA.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/31032026COMPASS%20SPORT%20IZT9D11CAPA.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/31032026COMPASS%20SPORT%20IZT9D112.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/31032026COMPASS%20SPORT%20IZT9D113.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/31032026COMPASS%20SPORT%20IZT9D111.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/31032026COMPASS%20SPORT%20IZT9D115.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/31032026COMPASS%20SPORT%20IZT9D114.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/31032026COMPASS%20SPORT%20IZT9D116.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/31032026COMPASS%20SPORT%20IZT9D117.jpg"
19907,VOLKSWAGEN NIVUS COMFORTLINE TURBO 2021,70.716 km · Motor 1.0 · AUTOMATICO · Flex · Cor PRETA. Seminovo vistoriado na Netcar Multimarcas (Esteio/RS). Financiamento e avaliação na troca.,in stock,used,96900.00 BRL,https://www.netcarmultimarcas.com.br/veiculo/nivus-comfortline-turbo-2021-jad-xx60-19907,https://www.netcarmultimarcas.com.br/imagens/banner/271_172032271_143360A38D92F5-9A8B-4A5F-AD68-C6CA164ED9F7-4.png,VOLKSWAGEN,
19755,VOLKSWAGEN T CROSS TSI TURBO 2021,118.000 km · Motor 1.0 · AUTOMATICO · Flex · Cor MARROM. Seminovo vistoriado na Netcar Multimarcas (Esteio/RS). Financiamento e avaliação na troca.,in stock,used,96900.00 BRL,https://www.netcarmultimarcas.com.br/veiculo/t-cross-tsi-turbo-2021-jai-xx37-19755,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/15042026T%20CROSS%20TSI%20JAI8B37CAPA.png,VOLKSWAGEN,"https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/small/15042026T%20CROSS%20TSI%20JAI8B37CAPA.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/15042026T%20CROSS%20TSI%20JAI8B37CAPA.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/15042026T%20CROSS%20TSI%20JAI8B375.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/15042026T%20CROSS%20TSI%20JAI8B376.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/15042026T%20CROSS%20TSI%20JAI8B377.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/15042026T%20CROSS%20TSI%20JAI8B378.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/15042026T%20CROSS%20TSI%20JAI8B371.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/15042026T%20CROSS%20TSI%20JAI8B373.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/15042026T%20CROSS%20TSI%20JAI8B3710.jpg"
19904,CHEVROLET TRACKER LT TURBO 2022,69.250 km · Motor 1.0 · AUTOMATICO · Flex · Cor PRETA. Seminovo vistoriado na Netcar Multimarcas (Esteio/RS). Financiamento e avaliação na troca.,in stock,used,96900.00 BRL,https://www.netcarmultimarcas.com.br/veiculo/tracker-lt-turbo-2022-jax-xx72-19904,https://www.netcarmultimarcas.com.br/imagens/banner/271_172032271_143360A38D92F5-9A8B-4A5F-AD68-C6CA164ED9F7-4.png,CHEVROLET,
19892,NISSAN VERSA ADVANCE 2024,64.889 km · Motor 1.6 · AUTOMATICO · Flex · Cor BRANCA. Seminovo vistoriado na Netcar Multimarcas (Esteio/RS). Financiamento e avaliação na troca.,in stock,used,99900.00 BRL,https://www.netcarmultimarcas.com.br/veiculo/versa-advance-2024-jcl-xx90-19892,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/04072026VERSA%20ADVANCE%20JCL5E90CAPA.png,NISSAN,"https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/small/04072026VERSA%20ADVANCE%20JCL5E90CAPA.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/04072026VERSA%20ADVANCE%20JCL5E90CAPA.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/04072026VERSA%20ADVANCE%20JCL5E906.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/04072026VERSA%20ADVANCE%20JCL5E907.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/04072026VERSA%20ADVANCE%20JCL5E909.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/04072026VERSA%20ADVANCE%20JCL5E9010.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/04072026VERSA%20ADVANCE%20JCL5E908.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/04072026VERSA%20ADVANCE%20JCL5E9011.jpg,https://www.netcarmultimarcas.com.br/imagens/veiculos_automacar/big/04072026VERSA%20ADVANCE%20JCL5E901.jpg"
